<Ticker>,<Per>,<DTYYYYMMDD>,<TIME>,<Open>,<High>,<Low>,<Close>,<Vol>,<Openint>
Dollar,d,20100708,000000,10460.0000,10460.0000,10460.0000,10460.0000,0,10460.000,43788
Dollar,d,20100711,000000,10450.0000,10450.0000,10450.0000,10450.0000,0,10450.0000,43788
Dollar,d,20100712,000000,10460.0000,10460.0000,10460.0000,10460.0000,0,10460.000,43788
Dollar,d,20100713,000000,10460.0000,10460.0000,10460.0000,10460.0000,0,10460.0000,43788
Dollar,d,20100714,000000,10460.0000,10460.0000,10460.0000,10460.0000,0,10460.000,43788
Dollar,d,20100715,000000,10460.0000,10460.0000,10460.0000,10460.0000,0,10460.000,43788
Dollar,d,20100718,000000,10410.0000,10410.0000,10410.0000,10410.0000,0,10410.0000,43788
Dollar,d,20100719,000000,10420.0000,10420.0000,10420.0000,10420.0000,0,10420.0000,43788
Dollar,d,20100720,000000,10410.0000,10410.0000,10410.0000,10410.0000,0,10410.0000,43788
Dollar,d,20100721,000000,10440.0000,10440.0000,10440.0000,10440.0000,0,10440.0000,43788
Dollar,d,20100722,000000,10500.0000,10500.0000,10500.0000,10500.0000,0,10500.000,43788
Dollar,d,20100724,000000,10470.0000,10470.0000,10470.0000,10470.0000,0,10470.000,43788
Dollar,d,20100725,000000,10480.0000,10480.0000,10480.0000,10480.0000,0,10480.0000,43788
Dollar,d,20100726,000000,10500.0000,10500.0000,10500.0000,10500.0000,0,10500.0000,43788
Dollar,d,20100728,000000,10490.0000,10490.0000,10490.0000,10490.0000,0,10490.0000,43788
Dollar,d,20100729,000000,10480.0000,10480.0000,10480.0000,10480.0000,0,10480.0000,43788
Dollar,d,20100731,000000,10480.0000,10480.0000,10480.0000,10480.0000,0,10480.0000,43788
Dollar,d,20100802,000000,10480.0000,10480.0000,10480.0000,10480.0000,0,10480.0000,43788
Dollar,d,20100803,000000,10470.0000,10470.0000,10470.0000,10470.0000,0,10470.0000,43788
Dollar,d,20100805,000000,10500.0000,10500.0000,10500.0000,10500.0000,0,10500.0000,43788
Dollar,d,20100807,000000,10490.0000,10490.0000,10490.0000,10490.0000,0,10490.0000,43788
Dollar,d,20100808,000000,10480.0000,10480.0000,10480.0000,10480.0000,0,10480.0000,43788
Dollar,d,20100810,000000,10560.0000,10560.0000,10560.0000,10560.0000,0,10560.0000,43788
Dollar,d,20100811,000000,10590.0000,10590.0000,10590.0000,10590.0000,0,10590.0000,43788
Dollar,d,20100812,000000,10700.0000,10700.0000,10700.0000,10700.0000,0,10700.0000,43788
Dollar,d,20100814,000000,10720.0000,10720.0000,10720.0000,10720.0000,0,10720.0000,43788
Dollar,d,20100815,000000,10670.0000,10670.0000,10670.0000,10670.0000,0,10670.0000,43788
Dollar,d,20100816,000000,10650.0000,10650.0000,10650.0000,10650.0000,0,10650.0000,43788
Dollar,d,20100817,000000,10630.0000,10630.0000,10630.0000,10630.0000,0,10630.0000,43788
Dollar,d,20100818,000000,10620.0000,10620.0000,10620.0000,10620.0000,0,10620.0000,43788
Dollar,d,20100819,000000,10610.0000,10610.0000,10610.0000,10610.0000,0,10610.000,43788
Dollar,d,20100821,000000,10590.0000,10590.0000,10590.0000,10590.0000,0,10590.0000,43788
Dollar,d,20100822,000000,10550.0000,10550.0000,10550.0000,10550.0000,0,10550.000,43788
Dollar,d,20100823,000000,10540.0000,10540.0000,10540.0000,10540.0000,0,10540.0000,43788
Dollar,d,20100824,000000,10550.0000,10550.0000,10550.0000,10550.0000,0,10550.000,43788
Dollar,d,20100825,000000,10560.0000,10560.0000,10560.0000,10560.0000,0,10560.0000,43788
Dollar,d,20100826,000000,10570.0000,10570.0000,10570.0000,10570.0000,0,10570.000,43788
Dollar,d,20100828,000000,10550.0000,10550.0000,10550.0000,10550.0000,0,10550.000,43788
Dollar,d,20100829,000000,10530.0000,10530.0000,10530.0000,10530.0000,0,10530.0000,43788
Dollar,d,20100830,000000,10520.0000,10520.0000,10520.0000,10520.0000,0,10520.0000,43788
Dollar,d,20100831,000000,10540.0000,10540.0000,10540.0000,10540.0000,0,10540.0000,43788
Dollar,d,20100902,000000,10540.0000,10540.0000,10540.0000,10540.0000,0,10540.0000,43788
Dollar,d,20100904,000000,10520.0000,10520.0000,10520.0000,10520.0000,0,10520.000,43788
Dollar,d,20100905,000000,10510.0000,10510.0000,10510.0000,10510.0000,0,10510.000,43788
Dollar,d,20100906,000000,10500.0000,10500.0000,10500.0000,10500.0000,0,10500.0000,43788
Dollar,d,20100907,000000,10540.0000,10540.0000,10540.0000,10540.0000,0,10540.0000,43788
Dollar,d,20100908,000000,10600.0000,10600.0000,10600.0000,10600.0000,0,10600.0000,43788
Dollar,d,20100909,000000,10590.0000,10590.0000,10590.0000,10590.0000,0,10590.0000,43788
Dollar,d,20100912,000000,10570.0000,10570.0000,10570.0000,10570.0000,0,10570.0000,43788
Dollar,d,20100913,000000,10550.0000,10550.0000,10550.0000,10550.0000,0,10550.0000,43788
Dollar,d,20100914,000000,10520.0000,10520.0000,10520.0000,10520.0000,0,10520.0000,43788
Dollar,d,20100915,000000,10520.0000,10520.0000,10520.0000,10520.0000,0,10520.0000,43788
Dollar,d,20100916,000000,10580.0000,10580.0000,10580.0000,10580.0000,0,10580.0000,43788
Dollar,d,20100918,000000,10560.0000,10560.0000,10560.0000,10560.0000,0,10560.0000,43788
Dollar,d,20100919,000000,10580.0000,10580.0000,10580.0000,10580.0000,0,10580.0000,43788
Dollar,d,20100920,000000,10570.0000,10570.0000,10570.0000,10570.0000,0,10570.0000,43788
Dollar,d,20100921,000000,10560.0000,10560.0000,10560.0000,10560.0000,0,10560.0000,43788
Dollar,d,20100922,000000,10570.0000,10570.0000,10570.0000,10570.0000,0,10570.0000,43788
Dollar,d,20100923,000000,10570.0000,10570.0000,10570.0000,10570.0000,0,10570.0000,43788
Dollar,d,20100925,000000,10650.0000,10650.0000,10650.0000,10650.0000,0,10650.0000,43788
Dollar,d,20100926,000000,10850.0000,10850.0000,10850.0000,10850.0000,0,10850.0000,43788
Dollar,d,20100927,000000,11050.0000,11050.0000,11050.0000,11050.0000,0,11050.0000,43788
Dollar,d,20100928,000000,11100.0000,11100.0000,11100.0000,11100.0000,0,11100.000,43788
Dollar,d,20100929,000000,11200.0000,11200.0000,11200.0000,11200.0000,0,11200.0000,43788
Dollar,d,20101002,000000,11300.0000,11300.0000,11300.0000,11300.0000,0,11300.000,43788
Dollar,d,20101003,000000,10900.0000,10900.0000,10900.0000,10900.0000,0,10900.0000,43788
Dollar,d,20101005,000000,10900.0000,10900.0000,10900.0000,10900.0000,0,10900.000,43788
Dollar,d,20101007,000000,11100.0000,11100.0000,11100.0000,11100.0000,0,11100.0000,43788
Dollar,d,20101009,000000,11000.0000,11000.0000,11000.0000,11000.0000,0,11000.000,43788
Dollar,d,20101010,000000,10800.0000,10800.0000,10800.0000,10800.0000,0,10800.000,43788
Dollar,d,20101011,000000,10770.0000,10770.0000,10770.0000,10770.0000,0,10770.0000,43788
Dollar,d,20101012,000000,10700.0000,10700.0000,10700.0000,10700.0000,0,10700.0000,43788
Dollar,d,20101013,000000,10850.0000,10850.0000,10850.0000,10850.0000,0,10850.0000,43788
Dollar,d,20101014,000000,11000.0000,11000.0000,11000.0000,11000.0000,0,11000.0000,43788
Dollar,d,20101016,000000,10900.0000,10900.0000,10900.0000,10900.0000,0,10900.000,43788
Dollar,d,20101017,000000,10950.0000,10950.0000,10950.0000,10950.0000,0,10950.000,43788
Dollar,d,20101018,000000,11000.0000,11000.0000,11000.0000,11000.0000,0,11000.0000,43788
Dollar,d,20101019,000000,10950.0000,10950.0000,10950.0000,10950.0000,0,10950.0000,43788
Dollar,d,20101020,000000,10850.0000,10850.0000,10850.0000,10850.0000,0,10850.0000,43788
Dollar,d,20101021,000000,10800.0000,10800.0000,10800.0000,10800.0000,0,10800.0000,43788
Dollar,d,20101023,000000,10650.0000,10650.0000,10650.0000,10650.0000,0,10650.0000,43788
Dollar,d,20101024,000000,10690.0000,10690.0000,10690.0000,10690.0000,0,10690.0000,43788
Dollar,d,20101025,000000,10750.0000,10750.0000,10750.0000,10750.0000,0,10750.0000,43788
Dollar,d,20101026,000000,10830.0000,10830.0000,10830.0000,10830.0000,0,10830.0000,43788
Dollar,d,20101027,000000,10930.0000,10930.0000,10930.0000,10930.0000,0,10930.0000,43788
Dollar,d,20101028,000000,10950.0000,10950.0000,10950.0000,10950.0000,0,10950.0000,43788
Dollar,d,20101030,000000,10850.0000,10850.0000,10850.0000,10850.0000,0,10850.0000,43788
Dollar,d,20101031,000000,10750.0000,10750.0000,10750.0000,10750.0000,0,10750.0000,43788
Dollar,d,20101101,000000,10700.0000,10700.0000,10700.0000,10700.0000,0,10700.0000,43788
Dollar,d,20101102,000000,10700.0000,10700.0000,10700.0000,10700.0000,0,10700.0000,43788
Dollar,d,20101103,000000,10730.0000,10730.0000,10730.0000,10730.0000,0,10730.0000,43788
Dollar,d,20101104,000000,10750.0000,10750.0000,10750.0000,10750.0000,0,10750.0000,43788
Dollar,d,20101106,000000,10690.0000,10690.0000,10690.0000,10690.0000,0,10690.0000,43788
Dollar,d,20101107,000000,10680.0000,10680.0000,10680.0000,10680.0000,0,10680.0000,43788
Dollar,d,20101108,000000,10650.0000,10650.0000,10650.0000,10650.0000,0,10650.000,43788
Dollar,d,20101109,000000,10600.0000,10600.0000,10600.0000,10600.0000,0,10600.0000,43788
Dollar,d,20101110,000000,10590.0000,10590.0000,10590.0000,10590.0000,0,10590.000,43788
Dollar,d,20101111,000000,10650.0000,10650.0000,10650.0000,10650.0000,0,10650.0000,43788
Dollar,d,20101113,000000,10670.0000,10670.0000,10670.0000,10670.0000,0,10670.000,43788
Dollar,d,20101114,000000,10650.0000,10650.0000,10650.0000,10650.0000,0,10650.0000,43788
Dollar,d,20101115,000000,10600.0000,10600.0000,10600.0000,10600.0000,0,10600.000,43788
Dollar,d,20101116,000000,10600.0000,10600.0000,10600.0000,10600.0000,0,10600.000,43788
Dollar,d,20101118,000000,10580.0000,10580.0000,10580.0000,10580.0000,0,10580.0000,43788
Dollar,d,20101120,000000,10570.0000,10570.0000,10570.0000,10570.0000,0,10570.0000,43788
Dollar,d,20101121,000000,10570.0000,10570.0000,10570.0000,10570.0000,0,10570.0000,43788
Dollar,d,20101122,000000,10550.0000,10550.0000,10550.0000,10550.0000,0,10550.0000,43788
Dollar,d,20101124,000000,10590.0000,10590.0000,10590.0000,10590.0000,0,10590.000,43788
Dollar,d,20101127,000000,10600.0000,10600.0000,10600.0000,10600.0000,0,10600.000,43788
Dollar,d,20101128,000000,10580.0000,10580.0000,10580.0000,10580.0000,0,10580.0000,43788
Dollar,d,20101129,000000,10620.0000,10620.0000,10620.0000,10620.0000,0,10620.0000,43788
Dollar,d,20101130,000000,10630.0000,10630.0000,10630.0000,10630.0000,0,10630.0000,43788
Dollar,d,20101201,000000,10640.0000,10640.0000,10640.0000,10640.0000,0,10640.0000,43788
Dollar,d,20101202,000000,10650.0000,10650.0000,10650.0000,10650.0000,0,10650.0000,43788
Dollar,d,20101204,000000,10620.0000,10620.0000,10620.0000,10620.0000,0,10620.0000,43788
Dollar,d,20101205,000000,10600.0000,10600.0000,10600.0000,10600.0000,0,10600.0000,43788
Dollar,d,20101206,000000,10620.0000,10620.0000,10620.0000,10620.0000,0,10620.0000,43788
Dollar,d,20101207,000000,10620.0000,10620.0000,10620.0000,10620.0000,0,10620.0000,43788
Dollar,d,20101208,000000,10620.0000,10620.0000,10620.0000,10620.0000,0,10620.0000,43788
Dollar,d,20101209,000000,10630.0000,10630.0000,10630.0000,10630.0000,0,10630.0000,43788
Dollar,d,20101211,000000,10630.0000,10630.0000,10630.0000,10630.0000,0,10630.0000,43788
Dollar,d,20101212,000000,10650.0000,10650.0000,10650.0000,10650.0000,0,10650.0000,43788
Dollar,d,20101213,000000,10650.0000,10650.0000,10650.0000,10650.0000,0,10650.0000,43788
Dollar,d,20101214,000000,10650.0000,10650.0000,10650.0000,10650.0000,0,10650.0000,43788
Dollar,d,20101218,000000,10650.0000,10650.0000,10650.0000,10650.0000,0,10650.0000,43788
Dollar,d,20101219,000000,10680.0000,10680.0000,10680.0000,10680.0000,0,10680.0000,43788
Dollar,d,20101220,000000,10680.0000,10680.0000,10680.0000,10680.0000,0,10680.0000,43788
Dollar,d,20101221,000000,10680.0000,10680.0000,10680.0000,10680.0000,0,10680.000,43788
Dollar,d,20101222,000000,10680.0000,10680.0000,10680.0000,10680.0000,0,10680.0000,43788
Dollar,d,20101223,000000,10700.0000,10700.0000,10700.0000,10700.0000,0,10700.000,43788
Dollar,d,20101225,000000,10730.0000,10730.0000,10730.0000,10730.0000,0,10730.0000,43788
Dollar,d,20101226,000000,10770.0000,10770.0000,10770.0000,10770.0000,0,10770.000,43788
Dollar,d,20101227,000000,10800.0000,10800.0000,10800.0000,10800.0000,0,10800.0000,43788
Dollar,d,20101229,000000,10800.0000,10800.0000,10800.0000,10800.0000,0,10800.000,43788
Dollar,d,20101230,000000,10780.0000,10780.0000,10780.0000,10780.0000,0,10780.000,43788
Dollar,d,20110101,000000,10730.0000,10730.0000,10730.0000,10730.0000,0,10730.0000,43788
Dollar,d,20110102,000000,10730.0000,10730.0000,10730.0000,10730.0000,0,10730.0000,43788
Dollar,d,20110103,000000,10780.0000,10780.0000,10780.0000,10780.0000,0,10780.0000,43788
Dollar,d,20110104,000000,10780.0000,10780.0000,10780.0000,10780.0000,0,10780.0000,43788
Dollar,d,20110105,000000,10770.0000,10770.0000,10770.0000,10770.0000,0,10770.000,43788
Dollar,d,20110106,000000,10820.0000,10820.0000,10820.0000,10820.0000,0,10820.000,43788
Dollar,d,20110108,000000,10850.0000,10850.0000,10850.0000,10850.0000,0,10850.0000,43788
Dollar,d,20110109,000000,10850.0000,10850.0000,10850.0000,10850.0000,0,10850.0000,43788
Dollar,d,20110110,000000,10880.0000,10880.0000,10880.0000,10880.0000,0,10880.0000,43788
Dollar,d,20110111,000000,10950.0000,10950.0000,10950.0000,10950.0000,0,10950.0000,43788
Dollar,d,20110112,000000,11000.0000,11000.0000,11000.0000,11000.0000,0,11000.0000,43788
Dollar,d,20110113,000000,10910.0000,10910.0000,10910.0000,10910.0000,0,10910.0000,43788
Dollar,d,20110115,000000,10890.0000,10890.0000,10890.0000,10890.0000,0,10890.0000,43788
Dollar,d,20110116,000000,10930.0000,10930.0000,10930.0000,10930.0000,0,10930.0000,43788
Dollar,d,20110117,000000,10900.0000,10900.0000,10900.0000,10900.0000,0,10900.0000,43788
Dollar,d,20110118,000000,10880.0000,10880.0000,10880.0000,10880.0000,0,10880.0000,43788
Dollar,d,20110119,000000,10850.0000,10850.0000,10850.0000,10850.0000,0,10850.0000,43788
Dollar,d,20110120,000000,10840.0000,10840.0000,10840.0000,10840.0000,0,10840.0000,43788
Dollar,d,20110122,000000,10820.0000,10820.0000,10820.0000,10820.0000,0,10820.0000,43788
Dollar,d,20110123,000000,10820.0000,10820.0000,10820.0000,10820.0000,0,10820.0000,43788
Dollar,d,20110124,000000,10750.0000,10750.0000,10750.0000,10750.0000,0,10750.0000,43788
Dollar,d,20110126,000000,10750.0000,10750.0000,10750.0000,10750.0000,0,10750.0000,43788
Dollar,d,20110127,000000,10880.0000,10880.0000,10880.0000,10880.0000,0,10880.0000,43788
Dollar,d,20110129,000000,10920.0000,10920.0000,10920.0000,10920.0000,0,10920.0000,43788
Dollar,d,20110130,000000,10920.0000,10920.0000,10920.0000,10920.0000,0,10920.000,43788
Dollar,d,20110131,000000,10950.0000,10950.0000,10950.0000,10950.0000,0,10950.0000,43788
Dollar,d,20110201,000000,11050.0000,11050.0000,11050.0000,11050.0000,0,11050.000,43788
Dollar,d,20110205,000000,11000.0000,11000.0000,11000.0000,11000.0000,0,11000.0000,43788
Dollar,d,20110206,000000,10960.0000,10960.0000,10960.0000,10960.0000,0,10960.000,43788
Dollar,d,20110207,000000,10910.0000,10910.0000,10910.0000,10910.0000,0,10910.0000,43788
Dollar,d,20110208,000000,10930.0000,10930.0000,10930.0000,10930.0000,0,10930.000,43788
Dollar,d,20110209,000000,10930.0000,10930.0000,10930.0000,10930.0000,0,10930.000,43788
Dollar,d,20110210,000000,10960.0000,10960.0000,10960.0000,10960.0000,0,10960.0000,43788
Dollar,d,20110212,000000,10970.0000,10970.0000,10970.0000,10970.0000,0,10970.0000,43788
Dollar,d,20110213,000000,10980.0000,10980.0000,10980.0000,10980.0000,0,10980.0000,43788
Dollar,d,20110214,000000,10950.0000,10950.0000,10950.0000,10950.0000,0,10950.0000,43788
Dollar,d,20110215,000000,10950.0000,10950.0000,10950.0000,10950.0000,0,10950.000,43788
Dollar,d,20110216,000000,10950.0000,10950.0000,10950.0000,10950.0000,0,10950.000,43788
Dollar,d,20110217,000000,10950.0000,10950.0000,10950.0000,10950.0000,0,10950.0000,43788
Dollar,d,20110219,000000,10900.0000,10900.0000,10900.0000,10900.0000,0,10900.0000,43788
Dollar,d,20110220,000000,10900.0000,10900.0000,10900.0000,10900.0000,0,10900.0000,43788
Dollar,d,20110222,000000,10950.0000,10950.0000,10950.0000,10950.0000,0,10950.0000,43788
Dollar,d,20110223,000000,10960.0000,10960.0000,10960.0000,10960.0000,0,10960.0000,43788
Dollar,d,20110224,000000,11000.0000,11000.0000,11000.0000,11000.0000,0,11000.0000,43788
Dollar,d,20110226,000000,11070.0000,11070.0000,11070.0000,11070.0000,0,11070.0000,43788
Dollar,d,20110227,000000,11150.0000,11150.0000,11150.0000,11150.0000,0,11150.0000,43788
Dollar,d,20110228,000000,11300.0000,11300.0000,11300.0000,11300.0000,0,11300.0000,43788
Dollar,d,20110301,000000,11400.0000,11400.0000,11400.0000,11400.0000,0,11400.0000,43788
Dollar,d,20110305,000000,11150.0000,11150.0000,11150.0000,11150.0000,0,11150.0000,43788
Dollar,d,20110306,000000,11100.0000,11100.0000,11100.0000,11100.0000,0,11100.0000,43788
Dollar,d,20110308,000000,11080.0000,11080.0000,11080.0000,11080.0000,0,11080.0000,43788
Dollar,d,20110309,000000,11070.0000,11070.0000,11070.0000,11070.0000,0,11070.0000,43788
Dollar,d,20110310,000000,11100.0000,11100.0000,11100.0000,11100.0000,0,11100.0000,43788
Dollar,d,20110312,000000,11050.0000,11050.0000,11050.0000,11050.0000,0,11050.0000,43788
Dollar,d,20110313,000000,10980.0000,10980.0000,10980.0000,10980.0000,0,10980.0000,43788
Dollar,d,20110314,000000,10980.0000,10980.0000,10980.0000,10980.0000,0,10980.0000,43788
Dollar,d,20110316,000000,11000.0000,11000.0000,11000.0000,11000.0000,0,11000.000,43788
Dollar,d,20110317,000000,11100.0000,11100.0000,11100.0000,11100.0000,0,11100.0000,43788
Dollar,d,20110319,000000,11200.0000,11200.0000,11200.0000,11200.0000,0,11200.000,43788
Dollar,d,20110326,000000,11100.0000,11100.0000,11100.0000,11100.0000,0,11100.0000,43788
Dollar,d,20110327,000000,11100.0000,11100.0000,11100.0000,11100.0000,0,11100.000,43788
Dollar,d,20110328,000000,11150.0000,11150.0000,11150.0000,11150.0000,0,11150.0000,43788
Dollar,d,20110329,000000,11180.0000,11180.0000,11180.0000,11180.0000,0,11180.000,43788
Dollar,d,20110403,000000,11120.0000,11120.0000,11120.0000,11120.0000,0,11120.000,43788
Dollar,d,20110404,000000,11150.0000,11150.0000,11150.0000,11150.0000,0,11150.0000,43788
Dollar,d,20110405,000000,11200.0000,11200.0000,11200.0000,11200.0000,0,11200.0000,43788
Dollar,d,20110406,000000,11250.0000,11250.0000,11250.0000,11250.0000,0,11250.0000,43788
Dollar,d,20110407,000000,11300.0000,11300.0000,11300.0000,11300.0000,0,11300.0000,43788
Dollar,d,20110409,000000,11250.0000,11250.0000,11250.0000,11250.0000,0,11250.000,43788
Dollar,d,20110410,000000,11260.0000,11260.0000,11260.0000,11260.0000,0,11260.000,43788
Dollar,d,20110411,000000,11250.0000,11250.0000,11250.0000,11250.0000,0,11250.0000,43788
Dollar,d,20110412,000000,11250.0000,11250.0000,11250.0000,11250.0000,0,11250.0000,43788
Dollar,d,20110413,000000,11350.0000,11350.0000,11350.0000,11350.0000,0,11350.0000,43788
Dollar,d,20110414,000000,11350.0000,11350.0000,11350.0000,11350.0000,0,11350.0000,43788
Dollar,d,20110416,000000,11350.0000,11350.0000,11350.0000,11350.0000,0,11350.0000,43788
Dollar,d,20110417,000000,11250.0000,11250.0000,11250.0000,11250.0000,0,11250.0000,43788
Dollar,d,20110418,000000,11200.0000,11200.0000,11200.0000,11200.0000,0,11200.0000,43788
Dollar,d,20110419,000000,11200.0000,11200.0000,11200.0000,11200.0000,0,11200.0000,43788
Dollar,d,20110420,000000,11220.0000,11220.0000,11220.0000,11220.0000,0,11220.0000,43788
Dollar,d,20110421,000000,11200.0000,11200.0000,11200.0000,11200.0000,0,11200.0000,43788
Dollar,d,20110423,000000,11250.0000,11250.0000,11250.0000,11250.0000,0,11250.0000,43788
Dollar,d,20110424,000000,11250.0000,11250.0000,11250.0000,11250.0000,0,11250.0000,43788
Dollar,d,20110425,000000,11270.0000,11270.0000,11270.0000,11270.0000,0,11270.0000,43788
Dollar,d,20110426,000000,11250.0000,11250.0000,11250.0000,11250.0000,0,11250.0000,43788
Dollar,d,20110427,000000,11250.0000,11250.0000,11250.0000,11250.0000,0,11250.0000,43788
Dollar,d,20110428,000000,11250.0000,11250.0000,11250.0000,11250.0000,0,11250.0000,43788
Dollar,d,20110430,000000,11280.0000,11280.0000,11280.0000,11280.0000,0,11280.0000,43788
Dollar,d,20110501,000000,11350.0000,11350.0000,11350.0000,11350.0000,0,11350.0000,43788
Dollar,d,20110502,000000,11400.0000,11400.0000,11400.0000,11400.0000,0,11400.000,43788
Dollar,d,20110503,000000,11480.0000,11480.0000,11480.0000,11480.0000,0,11480.0000,43788
Dollar,d,20110504,000000,11480.0000,11480.0000,11480.0000,11480.0000,0,11480.000,43788
Dollar,d,20110509,000000,11520.0000,11520.0000,11520.0000,11520.0000,0,11520.0000,43788
Dollar,d,20110510,000000,11800.0000,11800.0000,11800.0000,11800.0000,0,11800.000,43788
Dollar,d,20110511,000000,12000.0000,12000.0000,12000.0000,12000.0000,0,12000.0000,43788
Dollar,d,20110512,000000,11900.0000,11900.0000,11900.0000,11900.0000,0,11900.000,43788
Dollar,d,20110514,000000,11700.0000,11700.0000,11700.0000,11700.0000,0,11700.000,43788
Dollar,d,20110515,000000,11800.0000,11800.0000,11800.0000,11800.0000,0,11800.0000,43788
Dollar,d,20110516,000000,11800.0000,11800.0000,11800.0000,11800.0000,0,11800.0000,43788
Dollar,d,20110517,000000,11780.0000,11780.0000,11780.0000,11780.0000,0,11780.0000,43788
Dollar,d,20110518,000000,11800.0000,11800.0000,11800.0000,11800.0000,0,11800.0000,43788
Dollar,d,20110519,000000,11860.0000,11860.0000,11860.0000,11860.0000,0,11860.000,43788
Dollar,d,20110521,000000,11870.0000,11870.0000,11870.0000,11870.0000,0,11870.000,43788
Dollar,d,20110522,000000,11900.0000,11900.0000,11900.0000,11900.0000,0,11900.0000,43788
Dollar,d,20110523,000000,11950.0000,11950.0000,11950.0000,11950.0000,0,11950.0000,43788
Dollar,d,20110524,000000,12000.0000,12000.0000,12000.0000,12000.0000,0,12000.0000,43788
Dollar,d,20110525,000000,12080.0000,12080.0000,12080.0000,12080.0000,0,12080.0000,43788
Dollar,d,20110528,000000,11950.0000,11950.0000,11950.0000,11950.0000,0,11950.0000,43788
Dollar,d,20110529,000000,11600.0000,11600.0000,11600.0000,11600.0000,0,11600.0000,43788
Dollar,d,20110530,000000,11550.0000,11550.0000,11550.0000,11550.0000,0,11550.0000,43788
Dollar,d,20110531,000000,11750.0000,11750.0000,11750.0000,11750.0000,0,11750.0000,43788
Dollar,d,20110601,000000,11800.0000,11800.0000,11800.0000,11800.0000,0,11800.0000,43788
Dollar,d,20110606,000000,11850.0000,11850.0000,11850.0000,11850.0000,0,11850.0000,43788
Dollar,d,20110607,000000,11900.0000,11900.0000,11900.0000,11900.0000,0,11900.0000,43788
Dollar,d,20110608,000000,12150.0000,12150.0000,12150.0000,12150.0000,0,12150.0000,43788
Dollar,d,20110609,000000,12150.0000,12150.0000,12150.0000,12150.0000,0,12150.0000,43788
Dollar,d,20110611,000000,12150.0000,12150.0000,12150.0000,12150.0000,0,12150.0000,43788
Dollar,d,20110612,000000,12350.0000,12350.0000,12350.0000,12350.0000,0,12350.0000,43788
Dollar,d,20110613,000000,12500.0000,12500.0000,12500.0000,12500.0000,0,12500.0000,43788
Dollar,d,20110614,000000,12200.0000,12200.0000,12200.0000,12200.0000,0,12200.0000,43788
Dollar,d,20110615,000000,12200.0000,12200.0000,12200.0000,12200.0000,0,12200.0000,43788
Dollar,d,20110618,000000,12150.0000,12150.0000,12150.0000,12150.0000,0,12150.000,43788
Dollar,d,20110619,000000,12000.0000,12000.0000,12000.0000,12000.0000,0,12000.0000,43788
Dollar,d,20110620,000000,11980.0000,11980.0000,11980.0000,11980.0000,0,11980.000,43788
Dollar,d,20110621,000000,11800.0000,11800.0000,11800.0000,11800.0000,0,11800.0000,43788
Dollar,d,20110623,000000,11650.0000,11650.0000,11650.0000,11650.0000,0,11650.000,43788
Dollar,d,20110625,000000,11480.0000,11480.0000,11480.0000,11480.0000,0,11480.0000,43788
Dollar,d,20110626,000000,11420.0000,11420.0000,11420.0000,11420.0000,0,11420.000,43788
Dollar,d,20110627,000000,11480.0000,11480.0000,11480.0000,11480.0000,0,11480.000,43788
Dollar,d,20110628,000000,11550.0000,11550.0000,11550.0000,11550.0000,0,11550.0000,43788
Dollar,d,20110629,000000,11580.0000,11580.0000,11580.0000,11580.0000,0,11580.0000,43788
Dollar,d,20110702,000000,11720.0000,11720.0000,11720.0000,11720.0000,0,11720.0000,43788
Dollar,d,20110703,000000,11800.0000,11800.0000,11800.0000,11800.0000,0,11800.0000,43788
Dollar,d,20110704,000000,11900.0000,11900.0000,11900.0000,11900.0000,0,11900.000,43788
Dollar,d,20110705,000000,11700.0000,11700.0000,11700.0000,11700.0000,0,11700.000,43788
Dollar,d,20110706,000000,11650.0000,11650.0000,11650.0000,11650.0000,0,11650.0000,43788
Dollar,d,20110707,000000,11560.0000,11560.0000,11560.0000,11560.0000,0,11560.0000,43788
Dollar,d,20110709,000000,11550.0000,11550.0000,11550.0000,11550.0000,0,11550.0000,43788
Dollar,d,20110710,000000,11520.0000,11520.0000,11520.0000,11520.0000,0,11520.0000,43788
Dollar,d,20110711,000000,11480.0000,11480.0000,11480.0000,11480.0000,0,11480.0000,43788
Dollar,d,20110712,000000,11440.0000,11440.0000,11440.0000,11440.0000,0,11440.0000,43788
Dollar,d,20110713,000000,11370.0000,11370.0000,11370.0000,11370.0000,0,11370.0000,43788
Dollar,d,20110714,000000,11400.0000,11400.0000,11400.0000,11400.0000,0,11400.0000,43788
Dollar,d,20110716,000000,11400.0000,11400.0000,11400.0000,11400.0000,0,11400.0000,43788
Dollar,d,20110718,000000,11490.0000,11490.0000,11490.0000,11490.0000,0,11490.0000,43788
Dollar,d,20110719,000000,11540.0000,11540.0000,11540.0000,11540.0000,0,11540.0000,43788
Dollar,d,20110720,000000,11480.0000,11480.0000,11480.0000,11480.0000,0,11480.0000,43788
Dollar,d,20110721,000000,11340.0000,11340.0000,11340.0000,11340.0000,0,11340.0000,43788
Dollar,d,20110723,000000,11360.0000,11360.0000,11360.0000,11360.0000,0,11360.0000,43788
Dollar,d,20110724,000000,11320.0000,11320.0000,11320.0000,11320.0000,0,11320.0000,43788
Dollar,d,20110725,000000,11330.0000,11330.0000,11330.0000,11330.0000,0,11330.0000,43788
Dollar,d,20110726,000000,11350.0000,11350.0000,11350.0000,11350.0000,0,11350.0000,43788
